Rank,Player,Club,GAMES,INNS,NOT OUTS,RUNS,HIGH SCORE,AVG,50s,100s,STRIKE RATE,4s,6s,DUCKS,BOWLED,CAUGHT,LBW,STUMPED,RUN OUT,DID NOT BAT(%),GAMES WON(%),GAMES LOST(%),GAMES DRAWN(%),TEAM RUNS(%)
327,Player_423,Club_32,13,6,2,18,11,4.5,0,0,78.26,3,0,2,3,1,0,0,0,7(53.85%),9(69.23%),3(23.08%),0(0.00%),1.65
328,Player_208,Club_33,7,3,0,18,11,6.0,0,0,38.89,1,0,1,2,1,0,0,0,4(57.14%),4(57.14%),3(42.86%),0(0.00%),2.65
329,Player_159,Club_21,6,3,2,17,11,17.0,0,0,77.27,3,0,0,0,0,0,0,1,3(50.00%),3(50.00%),3(50.00%),0(0.00%),2.9
330,Player_401,Club_42,13,6,3,16,11,5.33,0,0,41.03,2,0,2,2,1,0,0,0,7(53.85%),7(53.85%),6(46.15%),0(0.00%),1.07
331,Player_040,Club_20,9,9,1,16,5,2.0,0,0,18.82,1,0,5,5,1,0,0,2,0(0.00%),0(0.00%),9(100.00%),0(0.00%),3.15
332,Player_049,Club_24,8,5,1,16,10,4.0,0,0,32.65,0,0,1,2,1,0,0,0,3(37.50%),3(37.50%),5(62.50%),0(0.00%),3.19
333,Player_077,Club_49,8,6,0,16,8,2.67,0,0,27.59,0,0,2,5,1,0,0,0,2(25.00%),4(50.00%),3(37.50%),0(0.00%),3.33
334,Player_198,Club_17,6,6,0,16,6,2.67,0,0,17.65,1,0,2,4,2,0,0,0,0(0.00%),1(16.67%),5(83.33%),0(0.00%),4.28
335,Player_283,Club_23,5,5,0,16,7,3.2,0,0,32,1,0,1,2,2,0,0,1,0(0.00%),1(20.00%),4(80.00%),0(0.00%),5.02
336,Player_258,Club_05,7,7,4,15,9,5.0,0,0,50,2,0,2,2,0,0,0,1,0(0.00%),4(57.14%),3(42.86%),0(0.00%),1.9
337,Player_052,Club_25,8,6,3,15,7,5.0,0,0,40.54,2,0,1,2,1,0,0,0,2(25.00%),1(12.50%),7(87.50%),0(0.00%),2.4
338,Player_196,Club_23,8,7,1,15,6,2.5,0,0,10,0,0,1,2,4,0,0,0,1(12.50%),1(12.50%),7(87.50%),0(0.00%),2.61
339,Player_323,Club_14,11,6,1,15,6,3.0,0,0,20.27,1,0,1,1,2,0,1,1,5(45.45%),5(45.45%),6(54.55%),0(0.00%),1.68
340,Player_329,Club_35,11,6,0,15,11,2.5,0,0,26.32,1,0,1,2,4,0,0,0,5(45.45%),7(63.64%),4(36.36%),0(0.00%),1.56
341,Player_064,Club_05,5,4,2,14,6,7.0,0,0,38.89,1,0,0,1,0,0,0,1,1(20.00%),3(60.00%),2(40.00%),0(0.00%),2.64
342,Player_368,Club_06,4,3,2,14,9,14.0,0,0,53.85,0,0,0,0,0,0,0,1,1(25.00%),2(50.00%),2(50.00%),0(0.00%),3.04
343,Player_190,Club_26,8,6,1,14,5,2.8,0,0,21.31,2,0,1,3,2,0,0,0,2(25.00%),0(0.00%),7(87.50%),0(0.00%),2.79
344,Player_410,Club_03,5,3,1,14,8,7.0,0,0,31.25,0,0,0,0,1,0,0,1,2(40.00%),3(60.00%),2(40.00%),0(0.00%),3.01
345,Player_074,Club_17,9,8,0,14,11,1.75,0,0,0,0,0,4,7,0,0,0,0,1(11.11%),1(11.11%),8(88.89%),0(0.00%),2.4
346,Player_046,Club_17,8,8,0,14,5,1.75,0,0,8,0,0,4,2,5,0,0,1,0(0.00%),1(12.50%),7(87.50%),0(0.00%),2.99
347,Player_226,Club_42,8,6,0,14,7,2.33,0,0,25,1,0,2,3,2,0,1,0,2(25.00%),3(37.50%),5(62.50%),0(0.00%),2.45
348,Player_343,Club_23,7,6,3,13,5,4.33,0,0,20,0,0,2,2,1,0,0,0,1(14.29%),2(28.57%),5(71.43%),0(0.00%),2.38
349,Player_004,Club_40,8,7,2,13,7,2.6,0,0,30.23,1,0,2,4,1,0,0,0,1(12.50%),0(0.00%),8(100.00%),0(0.00%),2.39
350,Player_120,Club_08,11,5,3,12,7,6.0,0,0,34.29,0,0,0,2,0,0,0,0,6(54.55%),6(54.55%),4(36.36%),0(0.00%),1.08
351,Player_376,Club_20,9,9,3,12,6,2.0,0,0,11.76,0,0,5,5,0,0,0,1,0(0.00%),0(0.00%),9(100.00%),0(0.00%),2.36
352,Player_204,Club_14,15,6,2,12,7,3.0,0,0,33.33,0,0,2,3,1,0,0,0,9(60.00%),12(80.00%),3(20.00%),0(0.00%),0.67
353,Player_303,Club_05,6,5,0,12,6,2.4,0,0,29.27,1,0,2,2,2,0,0,1,1(16.67%),4(66.67%),2(33.33%),0(0.00%),1.81
354,Player_022,Club_30,6,5,4,11,7,11.0,0,0,35.48,1,0,0,0,1,0,0,0,1(16.67%),0(0.00%),6(100.00%),0(0.00%),2.96
355,Player_351,Club_12,8,3,2,11,7,11.0,0,0,36.67,1,0,1,0,1,0,0,0,5(62.50%),6(75.00%),2(25.00%),0(0.00%),1.21
356,Player_427,Club_04,4,3,1,11,6,5.5,0,0,50,1,0,0,0,2,0,0,0,1(25.00%),2(50.00%),2(50.00%),0(0.00%),4.4
357,Player_065,Club_49,9,6,1,11,7,2.2,0,0,40.74,1,0,2,3,0,0,0,2,3(33.33%),4(44.44%),4(44.44%),0(0.00%),1.71
358,Player_050,Club_17,7,7,1,11,5,1.83,0,0,45.45,1,0,3,4,1,0,0,1,0(0.00%),1(14.29%),6(85.71%),0(0.00%),2.88
359,Player_415,Club_14,5,4,0,11,8,2.75,0,0,28.95,1,0,1,3,0,0,0,1,1(20.00%),1(20.00%),4(80.00%),0(0.00%),3.01
360,Player_197,Club_40,8,8,3,10,9,2.0,0,0,27.03,1,0,3,3,2,0,0,0,0(0.00%),1(12.50%),7(87.50%),0(0.00%),1.88
361,Player_153,Club_32,8,3,2,10,8,10.0,0,0,58.82,2,0,1,1,0,0,0,0,5(62.50%),5(62.50%),2(25.00%),1(12.50%),1.45
362,Player_228,Club_08,11,8,1,10,6,1.43,0,0,10.75,1,0,3,7,0,0,0,0,3(27.27%),3(27.27%),8(72.73%),0(0.00%),1.14
363,Player_223,Club_12,8,3,1,10,6,5.0,0,0,37.04,2,0,0,1,0,0,0,1,5(62.50%),5(62.50%),3(37.50%),0(0.00%),1.26
364,Player_344,Club_14,10,8,2,9,5,1.5,0,0,17.31,0,0,4,5,1,0,0,0,2(20.00%),4(40.00%),6(60.00%),0(0.00%),1.19
365,Player_294,Club_43,8,6,2,9,4,2.25,0,0,30,1,0,1,2,0,0,0,1,2(25.00%),1(12.50%),7(87.50%),0(0.00%),1.39
366,Player_416,Club_38,9,4,2,9,6,4.5,0,0,50,1,0,1,2,0,0,0,0,5(55.56%),3(33.33%),6(66.67%),0(0.00%),0.89
367,Player_425,Club_20,8,8,0,9,2,1.13,0,0,16.36,0,0,3,2,5,0,0,1,0(0.00%),0(0.00%),8(100.00%),0(0.00%),2.05
368,Player_177,Club_14,7,3,2,8,4,8.0,0,0,16.67,0,0,0,1,0,0,0,0,4(57.14%),1(14.29%),6(85.71%),0(0.00%),1.57
369,Player_134,Club_45,10,6,1,8,7,1.6,0,0,10,0,0,4,4,1,0,0,0,4(40.00%),6(60.00%),3(30.00%),1(10.00%),1.08
370,Player_045,Club_30,5,4,1,8,7,2.67,0,0,40,1,0,1,1,2,0,0,0,1(20.00%),1(20.00%),4(80.00%),0(0.00%),2.15
371,Player_338,Club_39,11,7,1,8,3,1.33,0,0,27.59,0,0,3,3,3,0,0,0,4(36.36%),8(72.73%),3(27.27%),0(0.00%),0.75
372,Player_424,Club_17,10,8,1,8,4,1.14,0,0,0,0,0,4,4,3,0,0,0,2(20.00%),1(10.00%),9(90.00%),0(0.00%),1.32
373,Player_187,Club_13,10,5,4,7,4,7.0,0,0,18.92,1,0,1,0,0,0,0,1,5(50.00%),7(70.00%),3(30.00%),0(0.00%),0.72
374,Player_133,Club_25,5,4,2,7,5,3.5,0,0,15.91,1,0,0,2,0,0,0,0,1(20.00%),0(0.00%),5(100.00%),0(0.00%),2.14
375,Player_162,Club_14,3,3,1,7,7,3.5,0,0,23.33,0,0,1,1,1,0,0,0,0(0.00%),0(0.00%),3(100.00%),0(0.00%),4.02
376,Player_295,Club_08,3,3,1,7,6,3.5,0,0,35,1,0,0,1,0,0,0,1,0(0.00%),0(0.00%),3(100.00%),0(0.00%),3.17
377,Player_023,Club_17,11,9,0,7,5,0.78,0,0,6.9,0,0,7,4,3,0,0,2,2(18.18%),1(9.09%),10(90.91%),0(0.00%),1.08
378,Player_349,Club_17,7,6,3,6,4,2.0,0,0,5.88,0,0,2,3,0,0,0,0,1(14.29%),0(0.00%),7(100.00%),0(0.00%),1.63
379,Player_318,Club_45,10,5,3,6,3,3.0,0,0,21.74,0,0,0,0,2,0,0,0,5(50.00%),5(50.00%),3(30.00%),1(10.00%),0.81
380,Player_289,Club_08,5,3,2,6,4,6.0,0,0,37.5,0,0,1,1,0,0,0,0,2(40.00%),3(60.00%),2(40.00%),0(0.00%),1.4
381,Player_224,Club_01,3,3,2,6,3,6.0,0,0,25,0,0,0,0,1,0,0,0,0(0.00%),0(0.00%),3(100.00%),0(0.00%),2.84
382,Player_030,Club_47,11,3,1,6,5,3.0,0,0,16.67,0,0,1,0,0,0,0,2,8(72.73%),8(72.73%),3(27.27%),0(0.00%),0.51
383,Player_151,Club_12,8,3,1,6,5,3.0,0,0,66.67,1,0,1,1,0,0,0,1,5(62.50%),5(62.50%),3(37.50%),0(0.00%),0.78
384,Player_025,Club_43,13,8,4,5,4,1.25,0,0,5.88,1,0,3,1,2,0,0,1,5(38.46%),3(23.08%),10(76.92%),0(0.00%),0.43
385,Player_078,Club_14,9,5,0,5,3,1.0,0,0,12.2,0,0,2,3,1,0,0,1,4(44.44%),4(44.44%),5(55.56%),0(0.00%),0.66
386,Player_221,Club_14,13,7,4,4,3,1.33,0,0,12.9,0,0,2,3,0,0,0,0,6(46.15%),9(69.23%),4(30.77%),0(0.00%),0.31
387,Player_392,Club_17,8,7,2,4,3,0.8,0,0,11.11,0,0,3,4,1,0,0,0,1(12.50%),0(0.00%),8(100.00%),0(0.00%),0.9
388,Player_071,Club_10,10,3,1,4,2,2.0,0,0,19.05,0,0,0,1,1,0,0,0,7(70.00%),6(60.00%),4(40.00%),0(0.00%),0.39
389,Player_067,Club_33,8,3,0,4,3,1.33,0,0,33.33,0,0,1,1,2,0,0,0,5(62.50%),5(62.50%),3(37.50%),0(0.00%),0.54
390,Player_185,Club_21,5,3,2,3,2,3.0,0,0,9.68,0,0,1,1,0,0,0,0,2(40.00%),2(40.00%),3(60.00%),0(0.00%),0.58
391,Player_313,Club_36,6,3,2,3,2,3.0,0,0,14.29,0,0,0,1,0,0,0,0,3(50.00%),2(33.33%),4(66.67%),0(0.00%),0.51
392,Player_093,Club_49,8,5,1,3,2,0.75,0,0,20,0,0,3,1,3,0,0,0,3(37.50%),3(37.50%),4(50.00%),0(0.00%),0.68
393,Player_031,Club_13,10,4,3,2,1,2.0,0,0,14.29,0,0,0,0,1,0,0,0,6(60.00%),7(70.00%),3(30.00%),0(0.00%),0.2
394,Player_277,Club_35,10,4,3,2,1,2.0,0,0,10,0,0,1,1,0,0,0,0,6(60.00%),6(60.00%),4(40.00%),0(0.00%),0.24
395,Player_395,Club_29,11,5,2,2,2,0.67,0,0,12.5,0,0,3,2,1,0,0,0,6(54.55%),7(63.64%),4(36.36%),0(0.00%),0.17
396,Player_010,Club_31,8,3,2,2,1,2.0,0,0,7.41,0,0,1,1,0,0,0,0,5(62.50%),2(25.00%),6(75.00%),0(0.00%),0.24
397,Player_239,Club_25,4,3,1,2,2,1.0,0,0,10,0,0,2,2,0,0,0,0,1(25.00%),1(25.00%),3(75.00%),0(0.00%),0.67
398,Player_173,Club_14,5,4,1,2,2,0.67,0,0,10.53,0,0,2,1,1,0,0,1,1(20.00%),0(0.00%),5(100.00%),0(0.00%),0.6
399,Player_155,Club_26,4,3,1,2,2,1.0,0,0,0,0,0,1,2,0,0,0,0,1(25.00%),0(0.00%),3(75.00%),0(0.00%),0.85
400,Player_066,Club_14,14,9,1,2,2,0.25,0,0,5.88,0,0,7,5,0,0,0,3,5(35.71%),4(28.57%),10(71.43%),0(0.00%),0.2
401,Player_136,Club_14,5,4,1,2,2,0.67,0,0,9.09,0,0,2,2,0,0,0,1,1(20.00%),0(0.00%),5(100.00%),0(0.00%),0.69
402,Player_057,Club_07,11,4,0,2,2,0.5,0,0,6.67,0,0,3,3,1,0,0,0,7(63.64%),9(81.82%),2(18.18%),0(0.00%),0.19
403,Player_225,Club_12,8,3,1,1,1,0.5,0,0,8.33,0,0,1,1,1,0,0,0,5(62.50%),6(75.00%),2(25.00%),0(0.00%),0.11
404,Player_178,Club_12,9,3,1,1,1,0.5,0,0,20,0,0,1,1,1,0,0,0,6(66.67%),7(77.78%),2(22.22%),0(0.00%),0.09
405,Player_377,Club_01,7,3,0,1,1,0.33,0,0,11.11,0,0,2,1,2,0,0,0,4(57.14%),3(42.86%),4(57.14%),0(0.00%),0.17
406,Player_089,Club_30,6,3,0,1,1,0.33,0,0,3.45,0,0,2,2,1,0,0,0,3(50.00%),1(16.67%),5(83.33%),0(0.00%),0.22
407,Player_122,Club_17,8,5,2,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,3(37.50%),0(0.00%),8(100.00%),0(0.00%),0.0
408,Player_298,Club_24,7,4,1,0,0,0.0,0,0,0,0,0,3,3,0,0,0,0,3(42.86%),3(42.86%),4(57.14%),0(0.00%),0.0
409,Player_138,Club_24,9,6,1,0,0,0.0,0,0,0,0,0,5,4,1,0,0,0,3(33.33%),3(33.33%),6(66.67%),0(0.00%),0.0
410,Player_102,Club_42,6,3,1,0,0,0.0,0,0,0,0,0,2,1,1,0,0,0,3(50.00%),1(16.67%),5(83.33%),0(0.00%),0.0
